"","Date","low","volume","close","open","high"
"1",2020-01-22,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"2",2020-01-23,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"3",2020-01-24,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"4",2020-01-27,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"5",2020-01-28,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"6",2020-01-29,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"7",2020-01-30,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"8",2020-01-31,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"9",2020-02-03,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"10",2020-02-04,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"11",2020-02-05,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"12",2020-02-06,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"13",2020-02-07,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"14",2020-02-10,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"15",2020-02-11,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"16",2020-02-12,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"17",2020-02-13,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"18",2020-02-14,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"19",2020-02-18,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"20",2020-02-19,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
"21",2020-02-20,1.83000004291534,1731700,1.85000002384186,1.9099999666214,1.9099999666214
